question message,Q,A
"Difficulty: Hard
Key Word: Banner
Question: Which item is needed in combination with a banner to create a custom design?
Options: 
A. Feather 
B. Ink Sac 
C. Dye 
D. String
Correct Answer: C","Question: Which item is needed in combination with a banner to create a custom design?
Options: 
A. Feather 
B. Ink Sac 
C. Dye 
D. String",C
"Difficulty: Medium
Key Word: Banner
Question: Which of the following mobs can drop banners upon death during a raid?
Options: 
A. Pillager 
B. Vindicator 
C. Evoker 
D. Illager Captain
Correct Answer: D","Question: Which of the following mobs can drop banners upon death during a raid?
Options: 
A. Pillager 
B. Vindicator 
C. Evoker 
D. Illager Captain",D
"Difficulty: Easy
Key Word: Banner
Question: How many patterns can a single banner hold at maximum?
Options: 
A. 4 
B. 6 
C. 8 
D. 10
Correct Answer: B","Question: How many patterns can a single banner hold at maximum?
Options: 
A. 4 
B. 6 
C. 8 
D. 10",B
"Difficulty: Medium
Key Word: Banner Pattern
Question: What item is used to create the ""Flower Charge"" banner pattern?
Options: 
A. Dandelion 
B. Poppy 
C. Oxeye Daisy 
D. Wither Rose
Correct Answer: C","Question: What item is used to create the ""Flower Charge"" banner pattern?
Options: 
A. Dandelion 
B. Poppy 
C. Oxeye Daisy 
D. Wither Rose",C
"Difficulty: Hard
Key Word: Banner Pattern
Question: Which of the following banner patterns requires an enchanted golden apple to craft?
Options: 
A. Thing 
B. Skull Charge 
C. Mojang 
D. Creeper Charge
Correct Answer: C","Question: Which of the following banner patterns requires an enchanted golden apple to craft?
Options: 
A. Thing 
B. Skull Charge 
C. Mojang 
D. Creeper Charge",C
"Difficulty: Easy
Key Word: Banner Pattern
Question: What tool is used to apply patterns to banners?
Options: 
A. Anvil 
B. Loom 
C. Crafting Table 
D. Grindstone
Correct Answer: B","Question: What tool is used to apply patterns to banners?
Options: 
A. Anvil 
B. Loom 
C. Crafting Table 
D. Grindstone",B
"Difficulty: Medium
Key Word: Banner Pattern
Question: How many different banner patterns can be crafted in Minecraft?
Options: 
A. 6 
B. 8 
C. 10 
D. 12
Correct Answer: B","Question: How many different banner patterns can be crafted in Minecraft?
Options: 
A. 6 
B. 8 
C. 10 
D. 12",B
"Difficulty: Easy
Key Word: Barrel
Question: What is the primary use of a barrel in Minecraft?
Options: 
A. Crafting tools 
B. Storing items 
C. Smelting ores 
D. Breeding animals
Correct Answer: B","Question: What is the primary use of a barrel in Minecraft?
Options: 
A. Crafting tools 
B. Storing items 
C. Smelting ores 
D. Breeding animals",B
"Difficulty: Medium
Key Word: Barrel
Question: How many wooden planks are required to craft a barrel?
Options: 
A. 3 
B. 4 
C. 6 
D. 8
Correct Answer: C","Question: How many wooden planks are required to craft a barrel?
Options: 
A. 3 
B. 4 
C. 6 
D. 8",C
"Difficulty: Hard
Key Word: Barrel
Question: Which of the following statements is true about barrels and villagers?
Options: 
A. Barrels can be used as a job site block for Fisherman villagers 
B. Barrels can be used as a job site block for Farmer villagers 
C. Barrels can be used as a job site block for Librarian villagers 
D. Barrels can be used as a job site block for Cleric villagers
Correct Answer: A","Question: Which of the following statements is true about barrels and villagers?
Options: 
A. Barrels can be used as a job site block for Fisherman villagers 
B. Barrels can be used as a job site block for Farmer villagers 
C. Barrels can be used as a job site block for Librarian villagers 
D. Barrels can be used as a job site block for Cleric villagers",A
"Difficulty: Medium
Key Word: Barrel
Question: Which material is used alongside wooden planks to craft a barrel?
Options: 
A. Iron Ingots 
B. Cobblestone 
C. Wooden Slabs 
D. Sticks
Correct Answer: C","Question: Which material is used alongside wooden planks to craft a barrel?
Options: 
A. Iron Ingots 
B. Cobblestone 
C. Wooden Slabs 
D. Sticks",C
"Difficulty: Hard
Key Word: Barrel
Question: What is the maximum number of items a barrel can hold?
Options: 
A. 27 
B. 54 
C. 64 
D. 72
Correct Answer: A","Question: What is the maximum number of items a barrel can hold?
Options: 
A. 27 
B. 54 
C. 64 
D. 72",A
"Difficulty: Easy
Key Word: Bartering
Question: Which mob do you need to trade with to perform bartering?
Options: 
A. Zombie Pigman 
B. Piglin 
C. Villager 
D. Enderman
Correct Answer: B","Question: Which mob do you need to trade with to perform bartering?
Options: 
A. Zombie Pigman 
B. Piglin 
C. Villager 
D. Enderman",B
"Difficulty: Medium
Key Word: Bartering
Question: What is the primary item used for bartering with Piglins?
Options: 
A. Gold Ingot 
B. Iron Ingot 
C. Diamond 
D. Emerald
Correct Answer: A","Question: What is the primary item used for bartering with Piglins?
Options: 
A. Gold Ingot 
B. Iron Ingot 
C. Diamond 
D. Emerald",A
"Difficulty: Hard
Key Word: Bartering
Question: Which of the following items cannot be obtained through bartering with Piglins?
Options: 
A. Ender Pearls 
B. Crying Obsidian 
C. Enchanted Golden Apple 
D. Fire Resistance Potion
Correct Answer: C","Question: Which of the following items cannot be obtained through bartering with Piglins?
Options: 
A. Ender Pearls 
B. Crying Obsidian 
C. Enchanted Golden Apple 
D. Fire Resistance Potion",C
"Difficulty: Medium
Key Word: Bartering
Question: What is the chance of receiving Ender Pearls when bartering with Piglins?
Options: 
A. 2.18% 
B. 4.73% 
C. 8.71% 
D. 12.23%
Correct Answer: B","Question: What is the chance of receiving Ender Pearls when bartering with Piglins?
Options: 
A. 2.18% 
B. 4.73% 
C. 8.71% 
D. 12.23%",B
"Difficulty: Hard
Key Word: Bartering
Question: Which of these items has the highest probability of being received from bartering with Piglins?
Options: 
A. Nether Quartz 
B. Iron Boots with Soul Speed 
C. String 
D. Spectral Arrows
Correct Answer: A","Question: Which of these items has the highest probability of being received from bartering with Piglins?
Options: 
A. Nether Quartz 
B. Iron Boots with Soul Speed 
C. String 
D. Spectral Arrows",A
"Difficulty: Easy
Key Word: Basalt
Question: What is the main color of basalt blocks in Minecraft?
Options: 
A. Red 
B. Blue 
C. Gray 
D. Green
Correct Answer: C","Question: What is the main color of basalt blocks in Minecraft?
Options: 
A. Red 
B. Blue 
C. Gray 
D. Green",C
"Difficulty: Medium
Key Word: Basalt
Question: In which dimension is basalt naturally found?
Options: 
A. Overworld 
B. Nether 
C. End 
D. All dimensions
Correct Answer: B","Question: In which dimension is basalt naturally found?
Options: 
A. Overworld 
B. Nether 
C. End 
D. All dimensions",B
"Difficulty: Hard
Key Word: Basalt
Question: Which biome is most associated with basalt formations?
Options: 
A. Warped Forest 
B. Crimson Forest 
C. Basalt Deltas 
D. Soul Sand Valley
Correct Answer: C","Question: Which biome is most associated with basalt formations?
Options: 
A. Warped Forest 
B. Crimson Forest 
C. Basalt Deltas 
D. Soul Sand Valley",C
"Difficulty: Medium
Key Word: Basalt
Question: How can basalt blocks be created in the Overworld?
Options: 
A. By smelting Blackstone 
B. Through a combination of lava and blue ice 
C. By crafting with Netherite 
D. By mining in desert biomes
Correct Answer: B","Question: How can basalt blocks be created in the Overworld?
Options: 
A. By smelting Blackstone 
B. Through a combination of lava and blue ice 
C. By crafting with Netherite 
D. By mining in desert biomes",B
"Difficulty: Hard
Key Word: Basalt
Question: Which tool yields the fastest mining speed for basalt?
Options: 
A. Wooden Pickaxe 
B. Iron Pickaxe 
C. Diamond Pickaxe 
D. Netherite Pickaxe
Correct Answer: D","Question: Which tool yields the fastest mining speed for basalt?
Options: 
A. Wooden Pickaxe 
B. Iron Pickaxe 
C. Diamond Pickaxe 
D. Netherite Pickaxe",D
"Difficulty: Easy
Key Word: Basalt Deltas
Question: Which mob is commonly found in the Basalt Deltas biome?
Options: 
A. Piglin 
B. Ghast 
C. Magma Cube 
D. Zombified Piglin
Correct Answer: C","Question: Which mob is commonly found in the Basalt Deltas biome?
Options: 
A. Piglin 
B. Ghast 
C. Magma Cube 
D. Zombified Piglin",C
"Difficulty: Medium
Key Word: Basalt Deltas
Question: What type of terrain is characteristic of the Basalt Deltas biome?
Options: 
A. Flat and grassy 
B. Rugged and mountainous 
C. Sandy and flat 
D. Icy and cold
Correct Answer: B","Question: What type of terrain is characteristic of the Basalt Deltas biome?
Options: 
A. Flat and grassy 
B. Rugged and mountainous 
C. Sandy and flat 
D. Icy and cold",B
"Difficulty: Easy
Key Word: Beacon
Question: What is required to activate a Beacon in Minecraft?
Options: 
A. Redstone 
B. Lapis Lazuli 
C. Iron Ingot 
D. Flint
Correct Answer: C","Question: What is required to activate a Beacon in Minecraft?
Options: 
A. Redstone 
B. Lapis Lazuli 
C. Iron Ingot 
D. Flint",C
"Difficulty: Medium
Key Word: Beacon
Question: Which of the following materials cannot be used to build the base of a Beacon?
Options: 
A. Iron Blocks 
B. Gold Blocks 
C. Diamond Blocks 
D. Stone Blocks
Correct Answer: D","Question: Which of the following materials cannot be used to build the base of a Beacon?
Options: 
A. Iron Blocks 
B. Gold Blocks 
C. Diamond Blocks 
D. Stone Blocks",D
"Difficulty: Hard
Key Word: Beacon
Question: At what height must the pyramid's base be to allow a Beacon to grant all secondary powers?
Options: 
A. 3 layers 
B. 4 layers 
C. 5 layers 
D. 6 layers
Correct Answer: B","Question: At what height must the pyramid's base be to allow a Beacon to grant all secondary powers?
Options: 
A. 3 layers 
B. 4 layers 
C. 5 layers 
D. 6 layers",B
"Difficulty: Medium
Key Word: Beacon
Question: What effect do you get from a Beacon if you use an Emerald to activate it?
Options: 
A. Speed 
B. Resistance 
C. Jump Boost 
D. It does not have a specific effect
Correct Answer: D","Question: What effect do you get from a Beacon if you use an Emerald to activate it?
Options: 
A. Speed 
B. Resistance 
C. Jump Boost 
D. It does not have a specific effect",D
"Difficulty: Hard
Key Word: Beacon
Question: What is the maximum range of a fully powered Beacon?
Options: 
A. 20 blocks 
B. 30 blocks 
C. 50 blocks 
D. 100 blocks
Correct Answer: C","Question: What is the maximum range of a fully powered Beacon?
Options: 
A. 20 blocks 
B. 30 blocks 
C. 50 blocks 
D. 100 blocks",C
"Difficulty: Easy
Key Word: Bed
Question: What happens when you try to sleep in a bed in the Nether?
Options: 
A. Nothing 
B. You teleport to Overworld 
C. The bed explodes 
D. You can sleep normally
Correct Answer: C","Question: What happens when you try to sleep in a bed in the Nether?
Options: 
A. Nothing 
B. You teleport to Overworld 
C. The bed explodes 
D. You can sleep normally",C
"Difficulty: Medium
Key Word: Bed
Question: Which material is required to craft a bed?
Options: 
A. Stick 
B. Wool 
C. Clay 
D. Gold
Correct Answer: B","Question: Which material is required to craft a bed?
Options: 
A. Stick 
B. Wool 
C. Clay 
D. Gold",B
"Difficulty: Hard
Key Word: Bed
Question: Which of these colors is not available for crafting a bed in Minecraft?
Options: 
A. Cyan 
B. Magenta 
C. Brown 
D. Transparent
Correct Answer: D","Question: Which of these colors is not available for crafting a bed in Minecraft?
Options: 
A. Cyan 
B. Magenta 
C. Brown 
D. Transparent",D
"Difficulty: Medium
Key Word: Bed
Question: How many blocks high is a bed in Minecraft?
Options: 
A. 0.5 blocks 
B. 0.6 blocks 
C. 0.7 blocks 
D. 0.75 blocks
Correct Answer: B","Question: How many blocks high is a bed in Minecraft?
Options: 
A. 0.5 blocks 
B. 0.6 blocks 
C. 0.7 blocks 
D. 0.75 blocks",B
"Difficulty: Easy
Key Word: Bed
Question: What is the primary purpose of a bed in Minecraft?
Options: 
A. Crafting 
B. Setting spawn point 
C. Trading 
D. Mining
Correct Answer: B","Question: What is the primary purpose of a bed in Minecraft?
Options: 
A. Crafting 
B. Setting spawn point 
C. Trading 
D. Mining",B
"Difficulty: Easy
Key Word: Bee
Question: What do bees in Minecraft collect from flowers?
Options: 
A. Water 
B. Nectar 
C. Pollen 
D. Seeds
Correct Answer: B","Question: What do bees in Minecraft collect from flowers?
Options: 
A. Water 
B. Nectar 
C. Pollen 
D. Seeds",B
"Difficulty: Medium
Key Word: Bee
Question: How many health points do bees have in Minecraft?
Options: 
A. 10 
B. 12 
C. 16 
D. 20
Correct Answer: A","Question: How many health points do bees have in Minecraft?
Options: 
A. 10 
B. 12 
C. 16 
D. 20",A
"Difficulty: Hard
Key Word: Bee
Question: What happens when a bee stings a player in Minecraft?
Options: 
A. The bee dies 
B. The player gets poisoned 
C. The bee follows the player 
D. The bee becomes passive
Correct Answer: A","Question: What happens when a bee stings a player in Minecraft?
Options: 
A. The bee dies 
B. The player gets poisoned 
C. The bee follows the player 
D. The bee becomes passive",A
"Difficulty: Medium
Key Word: Bee
Question: How long does it take for a bee to make honey in a hive or nest?
Options: 
A. 1 day 
B. 2 days 
C. 3 days 
D. 4 days
Correct Answer: C","Question: How long does it take for a bee to make honey in a hive or nest?
Options: 
A. 1 day 
B. 2 days 
C. 3 days 
D. 4 days",C
"Difficulty: Easy
Key Word: Bee
Question: What can you use to calm down angry bees in Minecraft?
Options: 
A. Flowers 
B. Water 
C. Smoke 
D. Honey
Correct Answer: C","Question: What can you use to calm down angry bees in Minecraft?
Options: 
A. Flowers 
B. Water 
C. Smoke 
D. Honey",C
"Difficulty: Medium
Key Word: Beehive
Question: What is the main purpose of a Beehive in Minecraft?
Options: 
A. Store items 
B. Shelter bees 
C. Trap mobs 
D. Decoration
Correct Answer: B","Question: What is the main purpose of a Beehive in Minecraft?
Options: 
A. Store items 
B. Shelter bees 
C. Trap mobs 
D. Decoration",B
"Difficulty: Hard
Key Word: Beehive
Question: How many bees can occupy a single Beehive in Minecraft?
Options: 
A. 2 
B. 3 
C. 4 
D. 5
Correct Answer: B","Question: How many bees can occupy a single Beehive in Minecraft?
Options: 
A. 2 
B. 3 
C. 4 
D. 5",B
"Difficulty: Medium
Key Word: Beehive
Question: What tool is most effective for harvesting a Beehive?
Options: 
A. Pickaxe 
B. Axe 
C. Sword 
D. Hoe
Correct Answer: B","Question: What tool is most effective for harvesting a Beehive?
Options: 
A. Pickaxe 
B. Axe 
C. Sword 
D. Hoe",B
